,peasantLeisureAffinity,peasantKind,contractor,pesticidesAvailable,initialHealth,purpose,initialMoney,tools,daysToWorkForOther,peasantFamilyLandAlias,robberyAccount,rainfallConditions,peasantFriendsAffinity,assignedLands,Happiness/Sadness,farm,timeLeftOnDay,Hopeful/Uncertainty,seeds,newDay,currentSeason,cropSize,health,currentPeasantLeisureType,internalCurrentDate,waterAvailable,loanAmountToPay,peasantFamilyMinimalVital,money,currentDay,Secure/Insecure,currentActivity,peasantFamilyAffinity,toPay,harvestedWeight,peasantFamilyHelper,nombre_agente
30,0.39291525893427526,StablePeasant,,0,96,farmer,2161033,10,0,farm_1_small,0,normal,0.49114407366784407,"[{'farmName': 'farm_1_small', 'landName': 'land_9', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_1_small', 'landName': 'land_10', 'elapsedWorkTime': 48, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.97,True,24,0.7833004,902,True,NONE,0,98,NONE,01/01/2023,1982,0,10000,781033,279,0.9100001,NONE,0.6876017031349817,0,0,,PeasantFamily_8
31,0.40167121536362116,StablePeasant,,0,100,farmer,2209191,10,0,farm_6_small,0,normal,0.5020890192045264,"[{'farmName': 'farm_6_small', 'landName': 'land_16', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_6_small', 'landName': 'land_17', 'elapsedWorkTime': 16, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.97,True,24,0.90540016,924,True,NONE,1,100,NONE,01/01/2023,714,0,10000,867191,276,0.90990007,NONE,0.702924626886337,0,0,,PeasantFamily_4
32,0.3931887577750506,StablePeasant,,0,96,farmer,2162538,10,0,farm_3_small,0,normal,0.49148594721881317,"[{'farmName': 'farm_3_small', 'landName': 'land_14', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_3_small', 'landName': 'land_15', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.97,True,24,0.90990007,922,True,NONE,0,98,NONE,01/01/2023,1982,0,10000,746538,273,0.90990007,NONE,0.6880803261063384,0,0,,PeasantFamily_2
33,0.40031371443488517,StablePeasant,,0,100,farmer,2201725,10,0,farm_2_small,0,normal,0.5003921430436065,"[{'farmName': 'farm_2_small', 'landName': 'land_12', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_2_small', 'landName': 'land_13', 'elapsedWorkTime': 17, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.9699,True,24,0.7832005,920,True,NONE,1,100,NONE,01/01/2023,680,0,10000,1003725,276,0.78980017,NONE,0.700549000261049,0,0,,PeasantFamily_7
34,0.3955145180508958,StablePeasant,,0,96,farmer,2175329,10,0,farm_4_small,0,normal,0.49439314756361974,"[{'farmName': 'farm_4_small', 'landName': 'land_5', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_4_small', 'landName': 'land_6', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.97,True,24,0.83880067,908,True,NONE,0,98,NONE,01/01/2023,1988,0,10000,709329,282,0.9100001,NONE,0.6921504065890676,0,0,,PeasantFamily_1
35,0.4235965775050371,StablePeasant,,0,105,farmer,2329781,10,0,farm_5_small,0,normal,0.5294957218812963,"[{'farmName': 'farm_5_small', 'landName': 'land_8', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_5_small', 'landName': 'land_7', 'elapsedWorkTime': 16, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.97,True,24,0.90990007,978,True,NONE,1,100,NONE,01/01/2023,528,0,10000,631781,282,0.90990007,NONE,0.7412940106338148,0,0,,PeasantFamily_6
36,0.37821178368126795,StablePeasant,,0,88,worker,2080164,10,0,,0,normal,0.4727647296015849,[],0.9701,True,24,0.8777002,945,True,,0,94,NONE,01/01/2023,1945,0,10000,3120164,327,0.9100001,NONE,0.6618706214422188,0,0,,PeasantFamily_5
37,0.3691165338027137,StablePeasant,,0,84,worker,2030140,10,0,,0,normal,0.4613956672533921,[],0.96999997,True,24,0.78980005,922,True,,0,92,NONE,01/01/2023,1922,0,10000,1980140,336,0.78980005,NONE,0.6459539341547489,0,0,,PeasantFamily_3
38,0.40728317383311796,StablePeasant,,0,101,farmer,2240057,10,0,farm_7_small,0,normal,0.5091039672913974,"[{'farmName': 'farm_7_small', 'landName': 'land_25', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_7_small', 'landName': 'land_20', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'GROWING', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.9701,True,24,0.1739022,938,True,NONE,1,100,NONE,01/01/2023,1148,0,10000,410057,270,0.8499001,NONE,0.7127455542079563,0,0,,PeasantFamily_10
39,0.3693827754387067,StablePeasant,,0,84,worker,2031605,10,0,,0,normal,0.4617284692983833,[],0.97,True,24,0.90990007,923,True,,0,92,NONE,01/01/2023,1923,0,10000,2231605,336,0.90990007,NONE,0.6464198570177365,0,0,,PeasantFamily_7
