,peasantLeisureAffinity,peasantKind,contractor,pesticidesAvailable,initialHealth,purpose,initialMoney,tools,daysToWorkForOther,peasantFamilyLandAlias,robberyAccount,rainfallConditions,peasantFriendsAffinity,assignedLands,Happiness/Sadness,farm,timeLeftOnDay,Hopeful/Uncertainty,seeds,newDay,cropSize,health,currentPeasantLeisureType,internalCurrentDate,waterAvailable,loanAmountToPay,peasantFamilyMinimalVital,money,currentDay,Secure/Insecure,currentActivity,peasantFamilyAffinity,toPay,harvestedWeight,peasantFamilyHelper,nombre_agente,currentSeason
30,0.42431801562157045,StablePeasant,,0,106,worker,2333749,10,0,,0,normal,0.530397519526963,[],0.96999997,True,24,0.81379926,1060,True,1,100,NONE,01/01/2023,2060,0,10000,3063749,330,0.9099999,NONE,0.7425565273377481,0,0,,PeasantFamily_4,
31,0.43954439351712227,StablePeasant,,0,109,farmer,2417494,10,0,farm_7_small,0,normal,0.5494304918964028,"[{'farmName': 'farm_7_small', 'landName': 'land_25', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_7_small', 'landName': 'land_20', 'elapsedWorkTime': 41, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.96999997,True,24,0.7878997,1038,True,1,100,NONE,01/01/2023,1468,0,10000,873494,282,0.7899998,NONE,0.7692026886549639,0,0,,PeasantFamily_6,NONE
32,0.40362071048705206,StablePeasant,,0,100,worker,2219913,10,0,,0,normal,0.504525888108815,[],0.96999997,True,24,0.7878996,1009,True,1,100,NONE,01/01/2023,2009,0,10000,2369913,339,0.7898998,NONE,0.706336243352341,0,0,,PeasantFamily_10,
33,0.41140733715816585,StablePeasant,,0,102,farmer,2262740,10,0,farm_1_small,0,normal,0.5142591714477073,"[{'farmName': 'farm_1_small', 'landName': 'land_9', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_1_small', 'landName': 'land_10', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.97,True,24,0.7836994,948,True,1,100,NONE,01/01/2023,558,0,10000,1055740,291,0.90999997,NONE,0.7199628400267901,0,0,,PeasantFamily_3,NONE
34,0.39745766987780895,StablePeasant,,0,98,farmer,2186017,10,0,farm_6_small,0,normal,0.49682208734726113,"[{'farmName': 'farm_6_small', 'landName': 'land_16', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_6_small', 'landName': 'land_17', 'elapsedWorkTime': 40, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.97,True,24,0.78990006,913,True,0,99,NONE,01/01/2023,1993,0,10000,782017,291,0.78990006,NONE,0.6955509222861656,0,0,,PeasantFamily_2,NONE
35,0.42204945290536106,StablePeasant,,0,105,farmer,2321271,10,0,farm_3_small,0,normal,0.5275618161317013,"[{'farmName': 'farm_3_small', 'landName': 'land_14', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_3_small', 'landName': 'land_15', 'elapsedWorkTime': 8, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.9699,True,24,0.7299,995,True,1,100,NONE,01/01/2023,2055,0,10000,909271,294,0.7299,NONE,0.7385865425843817,0,0,,PeasantFamily_9,NONE
36,0.38134823178431326,StablePeasant,,0,90,farmer,2097415,10,0,farm_2_small,0,normal,0.47668528973039154,"[{'farmName': 'farm_2_small', 'landName': 'land_12', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_2_small', 'landName': 'land_13', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.96999997,True,24,0.90999997,873,True,0,95,NONE,01/01/2023,1953,0,10000,887415,288,0.90999997,NONE,0.6673594056225481,0,0,,PeasantFamily_7,NONE
37,0.4274360656151589,StablePeasant,,0,106,worker,2350898,10,0,,0,normal,0.5342950820189486,[],0.96999997,True,24,0.7816991,1068,True,1,100,NONE,01/01/2023,2068,0,10000,2040898,336,0.84999985,NONE,0.748013114826528,0,0,,PeasantFamily_8,
38,0.4234215521254144,StablePeasant,,0,105,worker,2328818,10,0,,0,normal,0.529276940156768,[],0.96999997,True,24,0.9098999,1058,True,1,100,NONE,01/01/2023,2058,0,10000,1478818,339,0.9098999,NONE,0.7409877162194751,0,0,,PeasantFamily_2,
39,0.3844004435927187,StablePeasant,,0,92,farmer,2114202,10,0,farm_3_small,0,normal,0.48050055449089835,"[{'farmName': 'farm_3_small', 'landName': 'land_14', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_3_small', 'landName': 'land_15', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.96999997,True,24,0.9098999,901,True,0,96,NONE,01/01/2023,1961,0,10000,735202,288,0.9098999,NONE,0.6727007762872577,0,0,,PeasantFamily_9,NONE
