date,disease,evapotranspiration,agb,cumulatedTemperature,cumulatedEvapotranspiration
05/10/2030,false,3.598977081444995,0.0,26.852008068215518,3.598977081444995
06/10/2030,false,3.3723241956010366,19.3004322083698,54.21521115734918,6.971301277046031
07/10/2030,false,3.4711112227361745,38.751203845395324,81.09920623620148,10.442412499782206
08/10/2030,false,3.2250833781019432,58.4152098694493,108.1345774424179,13.66749587788415
09/10/2030,false,3.089201551123283,76.16898878477026,134.8362499495673,16.75669742900743
10/10/2030,false,2.9839464945166156,93.2593107635382,161.8803351969078,19.740643923524047
11/10/2030,false,2.892714460245437,109.74336486574573,188.68197756817014,22.633358383769483
12/10/2030,false,2.711463860335129,124.86918802340219,215.77794374246872,25.344822244104613
13/10/2030,false,2.6605876981131855,140.0439811145342,242.69261018924274,28.0054099422178
14/10/2030,false,2.4293500442270264,154.076677002786,269.4084214332521,30.434759986444824
15/10/2030,false,2.3695407188516984,167.50464358728593,296.68209576080244,32.80430070529652
16/10/2030,false,2.2053252584184264,180.70861222144822,323.4707772056818,35.009625963714946
17/10/2030,false,2.091359087513857,193.1237812458467,350.4911913394562,37.100985051228804
18/10/2030,false,1.9424929680667185,204.35070837934535,377.4825573458543,39.04347801929552
19/10/2030,false,1.8731949205251013,215.16300089175567,404.39959031111806,40.91667293982062
20/10/2030,false,1.774370290389003,225.63558535051854,431.28457157347395,42.69104323020962
21/10/2030,false,1.6582929467540224,235.85109899543235,458.8205923275437,44.34933617696365
22/10/2030,false,1.5506482916248638,244.61048539691956,486.1316562618705,45.899984468588514
23/10/2030,false,1.5985505700316671,253.59442234779462,513.9240053271101,47.49853503862018
24/10/2030,false,1.478698564233806,261.6713372615073,541.04423469494,48.977233602853985
25/10/2030,false,1.41615638891061,269.52685630986167,568.3589919062883,50.39338999176459
26/10/2030,false,1.2892483162428487,277.1423980022217,595.9836207489042,51.68263830800744
27/10/2030,false,1.2884179025521307,283.9225636300488,622.3908844496947,52.971056210559574
28/10/2030,false,1.1849434550778095,290.2975021915621,649.5029045631505,54.15599966563738
29/10/2030,false,1.1104576131786905,296.48695864103587,676.9670929708714,55.26645727881607
30/10/2030,false,1.0449688372808126,302.4551119711717,703.5414377304973,56.31142611609688
31/10/2030,false,1.0120759459582114,307.7496535060735,730.7428017723364,57.32350206205509
01/11/2030,false,0.9363620704892535,309.8976258067049,758.0742249926872,58.259864132544344
02/11/2030,false,0.8678406667962977,312.0587587661467,785.0924925801514,59.12770479934064
03/11/2030,false,0.8484926685436726,313.96037538533477,811.7062645979173,59.97619746788431
04/11/2030,false,0.7728863482970523,315.883485244352,838.7057533325993,60.74908381618136
05/11/2030,false,0.764411561528846,317.6594542311082,865.8269033537606,61.51349537771021
06/11/2030,false,0.6829343559592095,319.3641160706406,893.1212810714915,62.19642973366942
07/11/2030,false,0.6861747294653818,320.92329985448885,920.4708604814404,62.882604463134804
08/11/2030,false,0.6731325432631182,322.370395910783,947.591859849337,63.55573700639792
09/11/2030,false,0.6058821269180573,323.80638530738264,974.3816979849253,64.16161913331598
10/11/2030,false,0.5905848598394307,325.2152643099681,1001.2828164523866,64.7522039931554
11/11/2030,false,0.5452180001456053,326.4971005910328,1028.2566597687514,65.29742199330101
12/11/2030,false,0.5401476363213543,327.72025089382043,1055.4147216161875,65.83756962962237
13/11/2030,false,0.49234430731896217,328.84669027940214,1082.9494866739283,66.32991393694132
14/11/2030,false,0.4622767575501457,329.9267512093615,1110.385090627061,66.79219069449147
15/11/2030,false,0.44609634733499265,331.01084862902627,1137.4193762135415,67.23828704182645
16/11/2030,false,0.40513419520880484,331.9769277735712,1164.2248347847417,67.64342123703526
17/11/2030,false,0.4019380726079175,332.9729547234061,1191.5505036082957,68.04535930964317
18/11/2030,false,0.37535862600056236,333.8643112189026,1218.3178516565197,68.42071793564374
19/11/2030,false,0.3617367084647956,334.70606700401987,1245.4839277284589,68.78245464410853
20/11/2030,false,0.33136462510463,335.5090985790846,1272.1299568173881,69.11381926921315
21/11/2030,false,0.32237806950606446,336.3498340008704,1299.752252597859,69.43619733871921
22/11/2030,false,0.3197087989266963,337.08845089321443,1326.773656570594,69.75590613764591
23/11/2030,false,0.3013111462737756,337.7915974791435,1354.0505989700118,70.05721728391968
24/11/2030,false,0.2910922858350696,338.44986650195534,1381.3621554806152,70.34830956975475
25/11/2030,false,0.26721287127548254,339.09375322963183,1408.427866370763,70.61552244103022
26/11/2030,false,0.2493284548681718,339.7084746781742,1435.2588030522559,70.8648508958984
27/11/2030,false,0.2431953536038276,340.259465907146,1461.8524064723515,71.10804624950222
28/11/2030,false,3.326346991675465,348.35646716143077,1488.6676611229166,74.43439324117769
29/11/2030,false,3.8144205426301694,357.3702885045965,1515.6478167341745,78.24881378380786
30/11/2030,false,3.7209610816045786,366.48304883729236,1542.4716091383416,81.96977486541245
01/12/2030,false,3.679823131142161,370.56289840812474,1568.0683514536945,85.6495979965546
02/12/2030,false,3.5111737918378174,374.23388550942747,1595.3658276471422,89.16077178839242
03/12/2030,false,3.3248996197503646,377.85045594183856,1623.1646205868724,92.48567140814279
04/12/2030,false,4.220503524150271,382.17226182225306,1649.1113527554248,96.70617493229307
05/12/2030,false,3.9992901148017204,386.75042341164146,1677.0390866749087,100.70546504709479
06/12/2030,false,3.871311972640183,390.74230286528467,1703.5358763597376,104.57677701973498
07/12/2030,false,3.5846336875584486,394.60330145189,1731.5001288241856,108.16141070729343
08/12/2030,false,3.381246802043643,398.3054952461936,1757.3744136566754,111.54265750933708
