date,disease,evapotranspiration,agb,cumulatedTemperature,cumulatedEvapotranspiration
06/10/2027,false,3.444293558728462,0.0,27.44119078019578,3.444293558728462
07/10/2027,false,3.318928651392929,17.48679227367257,54.28002157024351,6.763222210121391
08/10/2027,false,3.732909798801185,37.94564850436294,81.56848356906148,10.496132008922576
09/10/2027,false,3.3329888074275726,56.08088484750061,108.29239656575892,13.829120816350148
10/10/2027,false,3.1934948831787215,73.99851217990017,135.46575340190282,17.02261569952887
11/10/2027,false,3.0905916473451347,90.79760690137697,161.91377670800847,20.113207346874006
12/10/2027,false,2.9192150861517763,107.17794284224017,189.06387690471993,23.032422433025783
13/10/2027,false,2.6907059350622644,122.14826135081906,216.4641496616775,25.723128368088048
14/10/2027,false,2.514988966317699,136.82034979178388,242.9254644606749,28.238117334405747
15/10/2027,false,2.472279553042216,150.38207102102587,269.8868305846192,30.710396887447963
16/10/2027,false,2.3539539765436506,163.42756321937915,296.9095268044887,33.06435086399161
17/10/2027,false,2.2192014233645954,175.94198836209034,323.7947853386815,35.28355228735621
18/10/2027,false,2.0369011927678695,187.47623197152566,351.01975496407545,37.32045348012408
19/10/2027,false,2.002077278876799,197.8906082502233,377.9356913208618,39.32253075900088
20/10/2027,false,1.8154558813320538,208.643298888777,405.2880881431924,41.13798664033293
21/10/2027,false,1.7668708851454404,218.48238215481905,432.08503986406583,42.90485752547838
22/10/2027,false,1.7230325185193127,228.02846575786398,458.8654963160607,44.62789004399769
23/10/2027,false,1.5897994502583797,237.15626642642468,486.1336268723716,46.21768949425607
24/10/2027,false,1.5076643093662356,245.56833527902089,513.078102491836,47.725353803622305
25/10/2027,false,1.450356142499882,253.791098313662,539.8539167538678,49.17570994612219
26/10/2027,false,1.3687940566415375,261.4440258420637,566.8211864771373,50.54450400276373
27/10/2027,false,1.2468985174025544,268.6080276789436,594.281634340266,51.79140252016629
28/10/2027,false,1.2452235100408644,275.4194273006351,621.791265339687,53.03662603020715
29/10/2027,false,1.1715296688357673,281.6519890843769,649.0760832048677,54.20815569904292
30/10/2027,false,1.12996255470832,287.74326134164886,676.5133392299166,55.33811825375124
31/10/2027,false,1.0383429613637503,293.64249038619124,703.3318968484217,56.37646121511499
01/11/2027,false,0.9752277352985058,295.96863073228945,730.4628319615855,57.3516889504135
02/11/2027,false,0.936352209873615,298.1788765305591,757.2354056833015,58.288041160287115
03/11/2027,false,0.879350879680577,300.1206189029231,784.7299810908808,59.167392039967694
04/11/2027,false,0.8361477818194835,302.06002987827276,812.7853412904234,60.00353982178718
05/11/2027,false,0.8001207504141119,303.8527303816342,840.5447957399077,60.80366057220129
06/11/2027,false,0.7463261472458735,305.55510884974507,867.6386411795831,61.54998671944716
07/11/2027,false,0.7251678280577468,307.22620392683126,894.1528997688647,62.27515454750491
08/11/2027,false,0.648178747552818,308.7932043469547,921.1854860345411,62.92333329505773
09/11/2027,false,0.6534271392717396,310.3384125545104,948.1498754080469,63.57676043432947
10/11/2027,false,0.6210895267760107,311.7354358664688,975.0957653181437,64.19784996110548
11/11/2027,false,0.559440053534968,313.0945975610372,1002.2341618771086,64.75729001464045
12/11/2027,false,0.558764191723456,314.3456568234253,1029.9299061174745,65.3160542063639
13/11/2027,false,0.5314903031642538,315.4608966659786,1057.1431737562561,65.84754450952815
14/11/2027,false,0.48317536215364326,316.5470410526383,1084.1258331206393,66.3307198716818
15/11/2027,false,0.46543294243678124,317.60957567075576,1111.412882135051,66.79615281411857
16/11/2027,false,0.4407275873378207,318.62060716465027,1138.1372028179908,67.23688040145639
17/11/2027,false,0.41252695863192906,319.61810598074385,1165.3698453625484,67.64940736008832
18/11/2027,false,0.3970558180627603,320.5690226413495,1192.6038064253687,68.04646317815107
19/11/2027,false,0.37439671164375593,321.40911919108044,1219.4148198461105,68.42085988979483
20/11/2027,false,0.365872601203027,322.23273633206384,1246.381399227434,68.78673249099785
21/11/2027,false,0.34383247799130173,323.04485173398655,1273.8120798622642,69.13056496898915
22/11/2027,false,0.323299444735411,323.8062730045006,1300.3180968928716,69.45386441372456
23/11/2027,false,0.30791038169725643,324.5335426216586,1328.1408504431954,69.76177479542181
24/11/2027,false,0.29106247202148144,325.19330482866656,1355.5711063352855,70.0528372674433
25/11/2027,false,0.26928190624841464,325.8412309339218,1382.4766671064783,70.3221191736917
26/11/2027,false,0.26336738933335463,326.4489885407343,1409.5094014007616,70.58548656302506
27/11/2027,false,0.2444258765839186,327.0118840283848,1436.374300039807,70.82991243960898
28/11/2027,false,0.23917699088627117,327.5592093315678,1463.2098788566534,71.06908943049524
29/11/2027,false,0.22198865060143133,328.07427109602105,1490.073564306777,71.29107808109667
30/11/2027,false,0.23913565198983738,328.63438643703836,1517.2358657274756,71.53021373308651
01/12/2027,false,0.23428571044555477,328.8878620775219,1544.4087264449163,71.76449944353207
02/12/2027,false,0.22187462799926924,329.1340111222821,1570.7360235709916,71.98637407153134
03/12/2027,false,0.210578177063962,329.34482690380776,1597.9708246591902,72.19695224859531
04/12/2027,false,0.1943080337595468,329.5609026435736,1625.4712170017935,72.39126028235485
05/12/2027,false,0.18436471607970956,329.75927545238153,1652.8364385482614,72.57562499843456
06/12/2027,false,0.1749746057295503,329.94277971028544,1679.5967523583377,72.75059960416411
07/12/2027,false,4.332455695613427,334.18658273597043,1706.340543158231,77.08305529977754
08/12/2027,false,4.181013941338538,338.5918442911099,1733.2972256684584,81.26406924111608
09/12/2027,false,3.8514584257637616,342.6902726589293,1759.62000316528,85.11552766687984
